﻿Store,FuelPrice,StoreSize,WeekAvgTemp,Unemployment,Sales,SalesPerSqFt
24.00,3.60,203819.00,73.00,8.47,19987.00,0.10
24.00,3.57,203819.00,74.00,8.48,22020.00,0.11
24.00,3.58,203819.00,76.00,8.48,23458.00,0.12
24.00,3.62,203819.00,77.00,8.48,20267.00,0.10
24.00,3.67,203819.00,76.00,8.48,18785.00,0.09
24.00,3.59,203819.00,75.00,8.48,19543.00,0.10
24.00,3.61,203819.00,75.00,8.48,20321.00,0.10
24.00,3.63,203819.00,73.00,8.48,19226.00,0.09
24.00,3.62,203819.00,70.00,8.48,19647.00,0.10
24.00,3.61,203819.00,69.00,8.48,19015.00,0.09
24.00,3.61,203819.00,71.00,8.48,19245.00,0.09
24.00,3.62,203819.00,67.00,8.48,20479.00,0.10
24.00,3.66,203819.00,62.00,8.48,18190.00,0.09
24.00,3.63,203819.00,61.00,8.48,16471.00,0.08
24.00,3.62,203819.00,65.00,8.44,17361.00,0.09
24.00,3.62,203819.00,53.00,8.47,19182.00,0.09
24.00,3.63,203819.00,55.00,8.47,18321.00,0.09
24.00,3.63,203819.00,53.00,8.47,17393.00,0.09
24.00,3.59,203819.00,53.00,8.47,17534.00,0.09
24.00,3.58,203819.00,40.00,8.47,18362.00,0.09
24.00,3.58,203819.00,44.00,8.47,18491.00,0.09
24.00,3.61,203819.00,43.00,8.47,18245.00,0.09
24.00,3.61,203819.00,40.00,8.47,25418.00,0.12
24.00,3.60,203819.00,41.00,8.47,19906.00,0.10
24.00,3.58,203819.00,36.00,8.47,22125.00,0.11
24.00,3.58,203819.00,34.00,8.47,23430.00,0.11
24.00,3.56,203819.00,32.00,8.47,33606.00,0.16
24.00,3.45,203819.00,30.00,8.36,16786.00,0.08
24.00,3.61,203819.00,33.00,8.55,16601.00,0.08
24.00,3.62,203819.00,28.00,8.55,16447.00,0.08
24.00,3.64,203819.00,26.00,8.55,15377.00,0.08
24.00,3.67,203819.00,29.00,8.55,15437.00,0.08
24.00,3.53,203819.00,26.00,8.50,17016.00,0.08
24.00,3.56,203819.00,29.00,8.50,18891.00,0.09
24.00,3.57,203819.00,33.00,8.50,18891.00,0.09
24.00,3.61,203819.00,33.00,8.50,17154.00,0.08
24.00,3.65,203819.00,36.00,8.50,18203.00,0.09
24.00,3.69,203819.00,42.00,8.50,17406.00,0.09
24.00,3.70,203819.00,45.00,8.50,16228.00,0.08
24.00,3.71,203819.00,43.00,8.50,16320.00,0.08
24.00,3.72,203819.00,42.00,8.44,16392.00,0.08
24.00,3.75,203819.00,51.00,8.44,17690.00,0.09
24.00,3.76,203819.00,54.00,8.44,17543.00,0.09
24.00,3.76,203819.00,49.00,8.44,19062.00,0.09
24.00,3.76,203819.00,55.00,8.47,16870.00,0.08
24.00,3.78,203819.00,60.00,8.47,18868.00,0.09
24.00,3.79,203819.00,57.00,8.47,17729.00,0.09
24.00,3.77,203819.00,63.00,8.47,17143.00,0.08
24.00,3.73,203819.00,67.00,8.47,18467.00,0.09
24.00,3.68,203819.00,68.00,8.47,21299.00,0.10
24.00,3.64,203819.00,67.00,8.47,19350.00,0.09
24.00,3.61,203819.00,68.00,8.47,18087.00,0.09
24.00,3.60,203819.00,73.00,8.47,18378.00,0.09
24.00,3.57,203819.00,74.00,8.48,20361.00,0.10
24.00,3.58,203819.00,76.00,8.48,21470.00,0.11
24.00,3.62,203819.00,77.00,8.48,19112.00,0.09
24.00,3.67,203819.00,76.00,8.48,18857.00,0.09
24.00,3.59,203819.00,75.00,8.48,18464.00,0.09
24.00,3.61,203819.00,75.00,8.48,19966.00,0.10
24.00,3.63,203819.00,73.00,8.48,19484.00,0.10
24.00,3.62,203819.00,70.00,8.48,18778.00,0.09
24.00,3.61,203819.00,69.00,8.48,19477.00,0.10
24.00,3.61,203819.00,71.00,8.48,17087.00,0.08
24.00,3.62,203819.00,67.00,8.48,20924.00,0.10
24.00,3.66,203819.00,62.00,8.48,17289.00,0.08
24.00,3.63,203819.00,61.00,8.48,17116.00,0.08
24.00,3.62,203819.00,65.00,8.44,17553.00,0.09
24.00,3.62,203819.00,53.00,8.47,19802.00,0.10
24.00,3.63,203819.00,55.00,8.47,19047.00,0.09
24.00,3.63,203819.00,53.00,8.47,18078.00,0.09
24.00,3.59,203819.00,53.00,8.47,18410.00,0.09
24.00,3.58,203819.00,40.00,8.47,19519.00,0.10
24.00,3.58,203819.00,44.00,8.47,19522.00,0.10
24.00,3.61,203819.00,43.00,8.47,18275.00,0.09
24.00,3.61,203819.00,40.00,8.47,24127.00,0.12
24.00,3.60,203819.00,41.00,8.47,18297.00,0.09
24.00,3.58,203819.00,36.00,8.47,21245.00,0.10
24.00,3.58,203819.00,34.00,8.47,22569.00,0.11
24.00,3.56,203819.00,32.00,8.47,29703.00,0.15
24.00,3.45,203819.00,30.00,8.36,18944.00,0.09
24.00,3.69,203819.00,29.00,8.70,17383.00,0.09
24.00,3.61,203819.00,33.00,8.55,16276.00,0.08
24.00,3.62,203819.00,28.00,8.55,16225.00,0.08
24.00,3.64,203819.00,26.00,8.55,14891.00,0.07
24.00,3.67,203819.00,29.00,8.55,17119.00,0.08
24.00,3.53,203819.00,26.00,8.50,19493.00,0.10
24.00,3.56,203819.00,29.00,8.50,18169.00,0.09
24.00,3.57,203819.00,33.00,8.50,18355.00,0.09
24.00,3.61,203819.00,33.00,8.50,16861.00,0.08
24.00,3.65,203819.00,36.00,8.50,17917.00,0.09
24.00,3.69,203819.00,42.00,8.50,17212.00,0.08
24.00,3.70,203819.00,45.00,8.50,17706.00,0.09
24.00,3.71,203819.00,43.00,8.50,17085.00,0.08
24.00,3.72,203819.00,42.00,8.44,20887.00,0.10
24.00,3.75,203819.00,51.00,8.44,17858.00,0.09
24.00,3.76,203819.00,54.00,8.44,17023.00,0.08
24.00,3.76,203819.00,49.00,8.44,17062.00,0.08
24.00,3.76,203819.00,55.00,8.47,18147.00,0.09
24.00,3.78,203819.00,60.00,8.47,18825.00,0.09
24.00,3.79,203819.00,57.00,8.47,18039.00,0.09
24.00,3.77,203819.00,63.00,8.47,20404.00,0.10
24.00,3.73,203819.00,67.00,8.47,20672.00,0.10
24.00,3.68,203819.00,68.00,8.47,19265.00,0.09
24.00,3.64,203819.00,67.00,8.47,19218.00,0.09
24.00,3.61,203819.00,68.00,8.47,19927.00,0.10
24.00,3.60,203819.00,73.00,8.47,20125.00,0.10
24.00,3.57,203819.00,74.00,8.48,23170.00,0.11
24.00,3.58,203819.00,76.00,8.48,19520.00,0.10
24.00,3.62,203819.00,77.00,8.48,19365.00,0.10
24.00,3.67,203819.00,76.00,8.48,18413.00,0.09
24.00,3.59,203819.00,75.00,8.48,20287.00,0.10
24.00,3.61,203819.00,75.00,8.48,20792.00,0.10
24.00,3.63,203819.00,73.00,8.48,19416.00,0.10
24.00,3.62,203819.00,70.00,8.48,18107.00,0.09
24.00,3.61,203819.00,69.00,8.48,18674.00,0.09
24.00,3.61,203819.00,71.00,8.48,20516.00,0.10
24.00,3.62,203819.00,67.00,8.48,17263.00,0.08
24.00,3.66,203819.00,62.00,8.48,17763.00,0.09
24.00,3.63,203819.00,61.00,8.48,17736.00,0.09
24.00,3.62,203819.00,65.00,8.44,19677.00,0.10
24.00,3.62,203819.00,53.00,8.47,19401.00,0.10
24.00,3.63,203819.00,55.00,8.47,17682.00,0.09
24.00,3.63,203819.00,53.00,8.47,18674.00,0.09
25.00,3.35,128107.00,25.00,7.48,10108.00,0.08
25.00,3.38,128107.00,26.00,7.48,8455.00,0.07
25.00,3.40,128107.00,30.00,7.48,9801.00,0.08
25.00,3.43,128107.00,31.00,7.48,8979.00,0.07
25.00,3.48,128107.00,32.00,7.48,9790.00,0.08
25.00,3.52,128107.00,42.00,7.48,9715.00,0.08
25.00,3.54,128107.00,44.00,7.48,9703.00,0.08
25.00,3.55,128107.00,42.00,7.48,9953.00,0.08
25.00,3.56,128107.00,39.00,7.37,12095.00,0.09
25.00,3.59,128107.00,51.00,7.37,10637.00,0.08
25.00,3.61,128107.00,54.00,7.37,10676.00,0.08
25.00,3.60,128107.00,46.00,7.37,9922.00,0.08
25.00,3.61,128107.00,57.00,7.43,10551.00,0.08
25.00,3.62,128107.00,59.00,7.43,10500.00,0.08
25.00,3.63,128107.00,56.00,7.43,10266.00,0.08
25.00,3.61,128107.00,62.00,7.43,10355.00,0.08
25.00,3.57,128107.00,67.00,7.43,11828.00,0.09
25.00,3.52,128107.00,66.00,7.43,11075.00,0.09
25.00,3.49,128107.00,67.00,7.43,10841.00,0.08
25.00,3.45,128107.00,68.00,7.43,11311.00,0.09
25.00,3.44,128107.00,72.00,7.43,10537.00,0.08
25.00,3.41,128107.00,70.00,7.36,11006.00,0.09
25.00,3.41,128107.00,73.00,7.36,10429.00,0.08
25.00,3.46,128107.00,75.00,7.36,10536.00,0.08
25.00,3.51,128107.00,74.00,7.36,9642.00,0.08
25.00,3.42,128107.00,73.00,7.36,10031.00,0.08
25.00,3.45,128107.00,73.00,7.36,10137.00,0.08
25.00,3.47,128107.00,70.00,7.36,9943.00,0.08
25.00,3.45,128107.00,68.00,7.36,10654.00,0.08
25.00,3.44,128107.00,67.00,7.36,10619.00,0.08
25.00,3.44,128107.00,70.00,7.36,10234.00,0.08
25.00,3.46,128107.00,63.00,7.36,9369.00,0.07
25.00,3.50,128107.00,60.00,7.36,9250.00,0.07
25.00,3.47,128107.00,60.00,7.36,8809.00,0.07
25.00,3.45,128107.00,59.00,7.35,9686.00,0.08
25.00,3.45,128107.00,48.00,7.29,9916.00,0.08
25.00,3.46,128107.00,55.00,7.29,9060.00,0.07
25.00,3.46,128107.00,51.00,7.29,9730.00,0.08
25.00,3.43,128107.00,48.00,7.29,9775.00,0.08
25.00,3.41,128107.00,38.00,7.29,10393.00,0.08
25.00,3.40,128107.00,43.00,7.29,10646.00,0.08
25.00,3.43,128107.00,43.00,7.29,10560.00,0.08
25.00,3.42,128107.00,40.00,7.29,15932.00,0.12
25.00,3.40,128107.00,40.00,7.29,12651.00,0.10
25.00,3.39,128107.00,33.00,7.29,13782.00,0.11
25.00,3.38,128107.00,31.00,7.29,14756.00,0.12
25.00,3.36,128107.00,29.00,7.29,19334.00,0.15
25.00,3.28,128107.00,29.00,7.28,9163.00,0.07
25.00,3.44,128107.00,32.00,7.25,8340.00,0.07
25.00,3.45,128107.00,27.00,7.25,8543.00,0.07
25.00,3.46,128107.00,25.00,7.25,8354.00,0.07
25.00,3.49,128107.00,29.00,7.25,8830.00,0.07
25.00,3.35,128107.00,25.00,7.48,9273.00,0.07
25.00,3.38,128107.00,26.00,7.48,8795.00,0.07
25.00,3.40,128107.00,30.00,7.48,9066.00,0.07
25.00,3.43,128107.00,31.00,7.48,8394.00,0.07
25.00,3.48,128107.00,32.00,7.48,9566.00,0.07
25.00,3.52,128107.00,42.00,7.48,8821.00,0.07
25.00,3.54,128107.00,44.00,7.48,8873.00,0.07
25.00,3.55,128107.00,42.00,7.48,8932.00,0.07
25.00,3.56,128107.00,39.00,7.37,9094.00,0.07
25.00,3.59,128107.00,51.00,7.37,9538.00,0.07
25.00,3.61,128107.00,54.00,7.37,9776.00,0.08
25.00,3.60,128107.00,46.00,7.37,10965.00,0.09
25.00,3.61,128107.00,57.00,7.43,9275.00,0.07
25.00,3.62,128107.00,59.00,7.43,9557.00,0.07
25.00,3.63,128107.00,56.00,7.43,9924.00,0.08
25.00,3.61,128107.00,62.00,7.43,10119.00,0.08
25.00,3.57,128107.00,67.00,7.43,10564.00,0.08
25.00,3.52,128107.00,66.00,7.43,10846.00,0.08
25.00,3.49,128107.00,67.00,7.43,10728.00,0.08
25.00,3.45,128107.00,68.00,7.43,10397.00,0.08
25.00,3.44,128107.00,72.00,7.43,10134.00,0.08
25.00,3.41,128107.00,70.00,7.36,10540.00,0.08
25.00,3.41,128107.00,73.00,7.36,10272.00,0.08
25.00,3.46,128107.00,75.00,7.36,10008.00,0.08
25.00,3.51,128107.00,74.00,7.36,10013.00,0.08
25.00,3.42,128107.00,73.00,7.36,9687.00,0.08
25.00,3.45,128107.00,73.00,7.36,9996.00,0.08
25.00,3.47,128107.00,70.00,7.36,9811.00,0.08
25.00,3.45,128107.00,68.00,7.36,9985.00,0.08
25.00,3.44,128107.00,67.00,7.36,10528.00,0.08
25.00,3.44,128107.00,70.00,7.36,10142.00,0.08
25.00,3.46,128107.00,63.00,7.36,9901.00,0.08
25.00,3.50,128107.00,60.00,7.36,9246.00,0.07
25.00,3.47,128107.00,60.00,7.36,8998.00,0.07
25.00,3.45,128107.00,59.00,7.35,9399.00,0.07
25.00,3.45,128107.00,48.00,7.29,9732.00,0.08
25.00,3.46,128107.00,55.00,7.29,9513.00,0.07
25.00,3.46,128107.00,51.00,7.29,9867.00,0.08
25.00,3.43,128107.00,48.00,7.29,10499.00,0.08
25.00,3.41,128107.00,38.00,7.29,10565.00,0.08
25.00,3.40,128107.00,43.00,7.29,10275.00,0.08
25.00,3.43,128107.00,43.00,7.29,10261.00,0.08
25.00,3.42,128107.00,40.00,7.29,15946.00,0.12
25.00,3.40,128107.00,40.00,7.29,12547.00,0.10
25.00,3.39,128107.00,33.00,7.29,13477.00,0.11
25.00,3.38,128107.00,31.00,7.29,14457.00,0.11
25.00,3.36,128107.00,29.00,7.29,18703.00,0.15
25.00,3.28,128107.00,29.00,7.28,10054.00,0.08
25.00,3.51,128107.00,26.00,7.20,9359.00,0.07
25.00,3.44,128107.00,32.00,7.25,8659.00,0.07
25.00,3.45,128107.00,27.00,7.25,8496.00,0.07
25.00,3.46,128107.00,25.00,7.25,8544.00,0.07
25.00,3.49,128107.00,29.00,7.25,9316.00,0.07
25.00,3.35,128107.00,25.00,7.48,9550.00,0.07
25.00,3.38,128107.00,26.00,7.48,9344.00,0.07
25.00,3.40,128107.00,30.00,7.48,9022.00,0.07
25.00,3.43,128107.00,31.00,7.48,9321.00,0.07
25.00,3.48,128107.00,32.00,7.48,9466.00,0.07
25.00,3.52,128107.00,42.00,7.48,9385.00,0.07
25.00,3.54,128107.00,44.00,7.48,9751.00,0.08
25.00,3.55,128107.00,42.00,7.48,9918.00,0.08
25.00,3.56,128107.00,39.00,7.37,11638.00,0.09
25.00,3.59,128107.00,51.00,7.37,9687.00,0.08
25.00,3.61,128107.00,54.00,7.37,9588.00,0.07
25.00,3.60,128107.00,46.00,7.37,9495.00,0.07
25.00,3.61,128107.00,57.00,7.43,10394.00,0.08
25.00,3.62,128107.00,59.00,7.43,10723.00,0.08
25.00,3.63,128107.00,56.00,7.43,9961.00,0.08
25.00,3.61,128107.00,62.00,7.43,11353.00,0.09
25.00,3.57,128107.00,67.00,7.43,9925.00,0.08
25.00,3.52,128107.00,66.00,7.43,10739.00,0.08
25.00,3.49,128107.00,67.00,7.43,10769.00,0.08
25.00,3.45,128107.00,68.00,7.43,10458.00,0.08
25.00,3.44,128107.00,72.00,7.43,10572.00,0.08
25.00,3.41,128107.00,70.00,7.36,10919.00,0.09
25.00,3.41,128107.00,73.00,7.36,10820.00,0.08
25.00,3.46,128107.00,75.00,7.36,10234.00,0.08
25.00,3.51,128107.00,74.00,7.36,9837.00,0.08
25.00,3.42,128107.00,73.00,7.36,10139.00,0.08
25.00,3.45,128107.00,73.00,7.36,10297.00,0.08
25.00,3.47,128107.00,70.00,7.36,10713.00,0.08
25.00,3.45,128107.00,68.00,7.36,10964.00,0.09
25.00,3.44,128107.00,67.00,7.36,10669.00,0.08
25.00,3.44,128107.00,70.00,7.36,9732.00,0.08
25.00,3.46,128107.00,63.00,7.36,9389.00,0.07
25.00,3.50,128107.00,60.00,7.36,9634.00,0.08
25.00,3.47,128107.00,60.00,7.36,10049.00,0.08
25.00,3.45,128107.00,59.00,7.35,10441.00,0.08
25.00,3.45,128107.00,48.00,7.29,10106.00,0.08
25.00,3.46,128107.00,55.00,7.29,10081.00,0.08
25.00,3.46,128107.00,51.00,7.29,10131.00,0.08
26.00,3.36,152513.00,14.00,7.74,14987.00,0.10
26.00,3.38,152513.00,19.00,7.74,14937.00,0.10
26.00,3.41,152513.00,22.00,7.74,14276.00,0.09
26.00,3.44,152513.00,23.00,7.74,12397.00,0.08
26.00,3.49,152513.00,25.00,7.74,14575.00,0.10
26.00,3.53,152513.00,31.00,7.74,14167.00,0.09
26.00,3.54,152513.00,34.00,7.74,12905.00,0.08
26.00,3.54,152513.00,30.00,7.74,12586.00,0.08
26.00,3.55,152513.00,31.00,7.68,15145.00,0.10
26.00,3.58,152513.00,38.00,7.68,14816.00,0.10
26.00,3.61,152513.00,42.00,7.68,12936.00,0.08
26.00,3.62,152513.00,39.00,7.68,12782.00,0.08
26.00,3.63,152513.00,44.00,7.94,13109.00,0.09
26.00,3.65,152513.00,50.00,7.94,15572.00,0.10
26.00,3.65,152513.00,47.00,7.94,14517.00,0.10
26.00,3.64,152513.00,52.00,7.94,14097.00,0.09
26.00,3.60,152513.00,57.00,7.94,15733.00,0.10
26.00,3.56,152513.00,57.00,7.94,14753.00,0.10
26.00,3.53,152513.00,56.00,7.94,15792.00,0.10
26.00,3.50,152513.00,57.00,7.94,14511.00,0.10
26.00,3.48,152513.00,61.00,7.94,14148.00,0.09
26.00,3.45,152513.00,62.00,7.87,16096.00,0.11
26.00,3.45,152513.00,66.00,7.87,16752.00,0.11
26.00,3.51,152513.00,67.00,7.87,15120.00,0.10
26.00,3.56,152513.00,66.00,7.87,14081.00,0.09
26.00,3.46,152513.00,64.00,7.87,14784.00,0.10
26.00,3.49,152513.00,64.00,7.87,16549.00,0.11
26.00,3.51,152513.00,63.00,7.87,15332.00,0.10
26.00,3.50,152513.00,62.00,7.87,14814.00,0.10
26.00,3.48,152513.00,61.00,7.87,14372.00,0.09
26.00,3.48,152513.00,63.00,7.87,15258.00,0.10
26.00,3.50,152513.00,58.00,7.87,15327.00,0.10
26.00,3.53,152513.00,53.00,7.87,13580.00,0.09
26.00,3.50,152513.00,51.00,7.87,12774.00,0.08
26.00,3.48,152513.00,57.00,7.68,13577.00,0.09
26.00,3.48,152513.00,46.00,7.63,14722.00,0.10
26.00,3.49,152513.00,46.00,7.63,13999.00,0.09
26.00,3.48,152513.00,43.00,7.63,13478.00,0.09
26.00,3.45,152513.00,41.00,7.63,13163.00,0.09
26.00,3.44,152513.00,32.00,7.63,14268.00,0.09
26.00,3.43,152513.00,39.00,7.63,14282.00,0.09
26.00,3.44,152513.00,36.00,7.63,13462.00,0.09
26.00,3.44,152513.00,28.00,7.63,18650.00,0.12
26.00,3.41,152513.00,32.00,7.63,14943.00,0.10
26.00,3.41,152513.00,27.00,7.63,16906.00,0.11
26.00,3.39,152513.00,26.00,7.63,17345.00,0.11
26.00,3.37,152513.00,23.00,7.63,22485.00,0.15
26.00,3.29,152513.00,19.00,7.87,12901.00,0.08
26.00,3.44,152513.00,23.00,7.49,13796.00,0.09
26.00,3.45,152513.00,19.00,7.49,11946.00,0.08
26.00,3.46,152513.00,14.00,7.49,11909.00,0.08
26.00,3.49,152513.00,17.00,7.49,12022.00,0.08
26.00,3.36,152513.00,14.00,7.74,13609.00,0.09
26.00,3.38,152513.00,19.00,7.74,14648.00,0.10
26.00,3.41,152513.00,22.00,7.74,14232.00,0.09
26.00,3.44,152513.00,23.00,7.74,13587.00,0.09
26.00,3.49,152513.00,25.00,7.74,13705.00,0.09
26.00,3.53,152513.00,31.00,7.74,13719.00,0.09
26.00,3.54,152513.00,34.00,7.74,13245.00,0.09
26.00,3.54,152513.00,30.00,7.74,12559.00,0.08
26.00,3.55,152513.00,31.00,7.68,12489.00,0.08
26.00,3.58,152513.00,38.00,7.68,14279.00,0.09
26.00,3.61,152513.00,42.00,7.68,12695.00,0.08
26.00,3.62,152513.00,39.00,7.68,13358.00,0.09
26.00,3.63,152513.00,44.00,7.94,12845.00,0.08
26.00,3.65,152513.00,50.00,7.94,14640.00,0.10
26.00,3.65,152513.00,47.00,7.94,13638.00,0.09
26.00,3.64,152513.00,52.00,7.94,13405.00,0.09
26.00,3.60,152513.00,57.00,7.94,14876.00,0.10
26.00,3.56,152513.00,57.00,7.94,15507.00,0.10
26.00,3.53,152513.00,56.00,7.94,16329.00,0.11
26.00,3.50,152513.00,57.00,7.94,14227.00,0.09
26.00,3.48,152513.00,61.00,7.94,14888.00,0.10
26.00,3.45,152513.00,62.00,7.87,15972.00,0.10
26.00,3.45,152513.00,66.00,7.87,16432.00,0.11
26.00,3.51,152513.00,67.00,7.87,15023.00,0.10
26.00,3.56,152513.00,66.00,7.87,14969.00,0.10
26.00,3.46,152513.00,64.00,7.87,14785.00,0.10
26.00,3.49,152513.00,64.00,7.87,16531.00,0.11
26.00,3.51,152513.00,63.00,7.87,15995.00,0.10
26.00,3.50,152513.00,62.00,7.87,14391.00,0.09
26.00,3.48,152513.00,61.00,7.87,15209.00,0.10
26.00,3.48,152513.00,63.00,7.87,14650.00,0.10
26.00,3.50,152513.00,58.00,7.87,15503.00,0.10
26.00,3.53,152513.00,53.00,7.87,13594.00,0.09
26.00,3.50,152513.00,51.00,7.87,13195.00,0.09
26.00,3.48,152513.00,57.00,7.68,13512.00,0.09
26.00,3.48,152513.00,46.00,7.63,15916.00,0.10
26.00,3.49,152513.00,46.00,7.63,14113.00,0.09
26.00,3.48,152513.00,43.00,7.63,13731.00,0.09
26.00,3.45,152513.00,41.00,7.63,13694.00,0.09
26.00,3.44,152513.00,32.00,7.63,13929.00,0.09
26.00,3.43,152513.00,39.00,7.63,15848.00,0.10
26.00,3.44,152513.00,36.00,7.63,13325.00,0.09
26.00,3.44,152513.00,28.00,7.63,17810.00,0.12
26.00,3.42,152513.00,32.00,7.63,14261.00,0.09
26.00,3.41,152513.00,27.00,7.63,16652.00,0.11
26.00,3.39,152513.00,26.00,7.63,16969.00,0.11
26.00,3.37,152513.00,23.00,7.63,21340.00,0.14
26.00,3.29,152513.00,19.00,7.87,13512.00,0.09
26.00,3.51,152513.00,17.00,7.28,14081.00,0.09
26.00,3.44,152513.00,23.00,7.49,12120.00,0.08
26.00,3.45,152513.00,19.00,7.49,11982.00,0.08
26.00,3.46,152513.00,14.00,7.49,11885.00,0.08
26.00,3.49,152513.00,17.00,7.49,13417.00,0.09
26.00,3.36,152513.00,14.00,7.74,14808.00,0.10
26.00,3.38,152513.00,19.00,7.74,13997.00,0.09
26.00,3.41,152513.00,22.00,7.74,13303.00,0.09
26.00,3.44,152513.00,23.00,7.74,13652.00,0.09
26.00,3.49,152513.00,25.00,7.74,14694.00,0.10
26.00,3.53,152513.00,31.00,7.74,13326.00,0.09
26.00,3.54,152513.00,34.00,7.74,12497.00,0.08
26.00,3.54,152513.00,30.00,7.74,13363.00,0.09
26.00,3.55,152513.00,31.00,7.68,15955.00,0.10
26.00,3.58,152513.00,38.00,7.68,12894.00,0.08
26.00,3.61,152513.00,42.00,7.68,13194.00,0.09
26.00,3.62,152513.00,39.00,7.68,13217.00,0.09
26.00,3.63,152513.00,44.00,7.94,13718.00,0.09
26.00,3.65,152513.00,50.00,7.94,15626.00,0.10
26.00,3.65,152513.00,47.00,7.94,14175.00,0.09
26.00,3.64,152513.00,52.00,7.94,15930.00,0.10
26.00,3.60,152513.00,57.00,7.94,14723.00,0.10
26.00,3.56,152513.00,57.00,7.94,15580.00,0.10
26.00,3.53,152513.00,56.00,7.94,14917.00,0.10
26.00,3.50,152513.00,57.00,7.94,15308.00,0.10
26.00,3.48,152513.00,61.00,7.94,15689.00,0.10
26.00,3.45,152513.00,62.00,7.87,16864.00,0.11
26.00,3.45,152513.00,66.00,7.87,15408.00,0.10
26.00,3.51,152513.00,67.00,7.87,15436.00,0.10
26.00,3.56,152513.00,66.00,7.87,15173.00,0.10
26.00,3.46,152513.00,64.00,7.87,15585.00,0.10
26.00,3.49,152513.00,64.00,7.87,16021.00,0.11
26.00,3.51,152513.00,63.00,7.87,15261.00,0.10
26.00,3.50,152513.00,62.00,7.87,14822.00,0.10
26.00,3.48,152513.00,61.00,7.87,15050.00,0.10
26.00,3.48,152513.00,63.00,7.87,15679.00,0.10
26.00,3.50,152513.00,58.00,7.87,14088.00,0.09
26.00,3.53,152513.00,53.00,7.87,13929.00,0.09
26.00,3.50,152513.00,51.00,7.87,14187.00,0.09
26.00,3.48,152513.00,57.00,7.68,15650.00,0.10
26.00,3.48,152513.00,46.00,7.63,15140.00,0.10
26.00,3.49,152513.00,46.00,7.63,14139.00,0.09
26.00,3.48,152513.00,43.00,7.63,13893.00,0.09
27.00,3.53,204184.00,31.00,8.00,26776.00,0.13
27.00,3.56,204184.00,33.00,8.00,24241.00,0.12
27.00,3.57,204184.00,36.00,8.00,27395.00,0.13
27.00,3.61,204184.00,37.00,8.00,19054.00,0.09
27.00,3.65,204184.00,39.00,8.00,18768.00,0.09
27.00,3.68,204184.00,45.00,8.00,27502.00,0.13
27.00,3.70,204184.00,47.00,8.00,23620.00,0.12
27.00,3.71,204184.00,46.00,8.00,25869.00,0.13
27.00,3.72,204184.00,44.00,7.93,28527.00,0.14
27.00,3.75,204184.00,54.00,7.93,27547.00,0.13
27.00,3.76,204184.00,56.00,7.93,26162.00,0.13
27.00,3.76,204184.00,52.00,7.93,26432.00,0.13
27.00,3.76,204184.00,56.00,8.01,25798.00,0.13
27.00,3.78,204184.00,60.00,8.01,27316.00,0.13
27.00,3.79,204184.00,60.00,8.01,25590.00,0.13
27.00,3.77,204184.00,63.00,8.01,25868.00,0.13
27.00,3.73,204184.00,68.00,8.01,28035.00,0.14
27.00,3.68,204184.00,71.00,8.01,29199.00,0.14
27.00,3.64,204184.00,70.00,8.01,26769.00,0.13
27.00,3.61,204184.00,70.00,8.01,26211.00,0.13
27.00,3.60,204184.00,75.00,8.01,26522.00,0.13
27.00,3.57,204184.00,77.00,8.02,28119.00,0.14
27.00,3.58,204184.00,80.00,8.02,29847.00,0.15
27.00,3.62,204184.00,80.00,8.02,26489.00,0.13
27.00,3.67,204184.00,79.00,8.02,25115.00,0.12
27.00,3.59,204184.00,78.00,8.02,25229.00,0.12
27.00,3.61,204184.00,78.00,8.02,27258.00,0.13
27.00,3.63,204184.00,77.00,8.02,26260.00,0.13
27.00,3.62,204184.00,74.00,8.02,27280.00,0.13
27.00,3.61,204184.00,73.00,8.02,26348.00,0.13
27.00,3.61,204184.00,75.00,8.02,26875.00,0.13
27.00,3.62,204184.00,70.00,8.02,26951.00,0.13
27.00,3.66,204184.00,67.00,8.02,22957.00,0.11
27.00,3.63,204184.00,65.00,8.02,22181.00,0.11
27.00,3.62,204184.00,69.00,7.96,21740.00,0.11
27.00,3.62,204184.00,57.00,7.98,24052.00,0.12
27.00,3.63,204184.00,60.00,7.98,24343.00,0.12
27.00,3.63,204184.00,57.00,7.98,23858.00,0.12
27.00,3.59,204184.00,56.00,7.98,23458.00,0.11
27.00,3.58,204184.00,44.00,7.98,23417.00,0.11
27.00,3.58,204184.00,47.00,7.98,25389.00,0.12
27.00,3.61,204184.00,49.00,7.98,24011.00,0.12
27.00,3.61,204184.00,45.00,7.98,37013.00,0.18
27.00,3.60,204184.00,45.00,7.98,26171.00,0.13
27.00,3.58,204184.00,40.00,7.98,29719.00,0.15
27.00,3.58,204184.00,39.00,7.98,32640.00,0.16
27.00,3.56,204184.00,36.00,7.98,43354.00,0.21
27.00,3.45,204184.00,34.00,7.96,20295.00,0.10
27.00,3.61,204184.00,38.00,7.93,22087.00,0.11
27.00,3.62,204184.00,32.00,7.93,21282.00,0.10
27.00,3.64,204184.00,31.00,7.93,21367.00,0.10
27.00,3.67,204184.00,33.00,7.93,20016.00,0.10
27.00,3.53,204184.00,31.00,8.00,22931.00,0.11
27.00,3.56,204184.00,33.00,8.00,23045.00,0.11
27.00,3.57,204184.00,36.00,8.00,24076.00,0.12
27.00,3.61,204184.00,37.00,8.00,23788.00,0.12
